Uniprot ID	Gene	UniprotKB Keywords ID	UniprotKB Keywords Name	GO Keywords ID	GO Keywords Name
P02666	CSN2	KW-0049|KW-0382|KW-0481|KW-0483|KW-0494|KW-0646	Antioxidant|Hypotensive agent|Metalloenzyme inhibitor|Metalloprotease inhibitor|Milk protein|Protease inhibitor	GO:0016209|GO:0005509|GO:0004869|GO:0008191|GO:0019870|GO:0042803	antioxidant activity|calcium ion binding|cysteine-type endopeptidase inhibitor activity|metalloendopeptidase inhibitor activity|potassium channel inhibitor activity|protein homodimerization activity
P03372	ESR1	KW-0010|KW-0238|KW-0675	Activator|DNA-binding|Receptor	GO:0051117|GO:0008013|GO:0003682|GO:0003700|GO:0019899|GO:0030284|GO:0030331|GO:0034056|GO:0042802|GO:0030235|GO:0046934|GO:0019901|GO:0000978|GO:0038052|GO:0000981|GO:0005496|GO:0003707|GO:0017025|GO:0001093|GO:0001077|GO:0001223|GO:0008134|GO:0008270	ATPase binding|beta-catenin binding|chromatin binding|DNA-binding transcription factor activity|enzyme binding|estrogen receptor activity|estrogen receptor binding|estrogen response element binding|identical protein binding|nitric-oxide synthase regulator activity|phosphatidylinositol-4,5-bisphosphate 3-kinase activity|protein kinase binding|RNA polymerase II proximal promoter sequence-specific DNA binding|RNA polymerase II transcription factor activity, estrogen-activated sequence-specific DNA binding|RNA polymerase II transcription factor activity, sequence-specific DNA binding|steroid binding|steroid hormone receptor activity|TBP-class protein binding|TFIIB-class transcription factor binding|transcriptional activator activity, RNA polymerase II proximal promoter sequence-specific DNA binding|transcription coactivator binding|transcription factor binding|zinc ion binding
Q16769	QPCT	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0016603|GO:0008270	glutaminyl-peptide cyclotransferase activity|zinc ion binding
P19020	Drd3	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0031748|GO:0035240|GO:0004952|GO:0001591|GO:0008144|GO:0019904	D1 dopamine receptor binding|dopamine binding|dopamine neurotransmitter receptor activity|dopamine neurotransmitter receptor activity, coupled via Gi/Go|drug binding|protein domain specific binding
P61169	Drd2	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0035240|GO:0004952|GO:0001591|GO:0008144|GO:0035255|GO:0046982|GO:0042803|GO:0005102	dopamine binding|dopamine neurotransmitter receptor activity|dopamine neurotransmitter receptor activity, coupled via Gi/Go|drug binding|ionotropic glutamate receptor binding|protein heterodimerization activity|protein homodimerization activity|signaling receptor binding
P43140	Adra1a	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004937|GO:0046982	alpha1-adrenergic receptor activity|protein heterodimerization activity
Q00987	MDM2	KW-0808	Transferase	GO:0008097|GO:0097718|GO:0019899|GO:0042802|GO:0016874|GO:0061663|GO:0002039|GO:0042975|GO:0019904|GO:0047485|GO:0033612|GO:0043021|GO:0097110|GO:0019789|GO:0043130|GO:0061630|GO:0031625|GO:0004842|GO:0008270	5S rRNA binding|disordered domain specific binding|enzyme binding|identical protein binding|ligase activity|NEDD8 ligase activity|p53 binding|peroxisome proliferator activated receptor binding|protein domain specific binding|protein N-terminus binding|receptor serine/threonine kinase binding|ribonucleoprotein complex binding|scaffold protein binding|SUMO transferase activity|ubiquitin binding|ubiquitin protein ligase activity|ubiquitin protein ligase binding|ubiquitin-protein transferase activity|zinc ion binding
Q9CYK2	Qpct	KW-0012|KW-0808	Acyltransferase|Transferase	GO:0016603|GO:0008270	glutaminyl-peptide cyclotransferase activity|zinc ion binding
P46925	N/A	KW-0064|KW-0378|KW-0645	Aspartyl protease|Hydrolase|Protease	GO:0004190	aspartic-type endopeptidase activity
P39898	N/A	KW-0064|KW-0378|KW-0645	Aspartyl protease|Hydrolase|Protease	GO:0004190	aspartic-type endopeptidase activity
P07339	CTSD	KW-0064|KW-0378|KW-0645	Aspartyl protease|Hydrolase|Protease	GO:0004190|GO:0004197|GO:0004252	aspartic-type endopeptidase activity|cysteine-type endopeptidase activity|serine-type endopeptidase activity
P68400	CSNK2A1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0051879|GO:0042802|GO:0016301|GO:0047485|GO:0004674	ATP binding|Hsp90 protein binding|identical protein binding|kinase activity|protein N-terminus binding|protein serine/threonine kinase activity
P49841	GSK3B	KW-0217|KW-0418|KW-0723|KW-0734|KW-0808	Developmental protein|Kinase|Serine/threonine-protein kinase|Signal transduction inhibitor|Transferase	GO:0005524|GO:0008013|GO:0034452|GO:0016301|GO:0051059|GO:0002039|GO:0002020|GO:0034236|GO:0004672|GO:0019901|GO:0004674|GO:0001085|GO:0050321|GO:0031625	ATP binding|beta-catenin binding|dynactin binding|kinase activity|NF-kappaB binding|p53 binding|protease binding|protein kinase A catalytic subunit binding|protein kinase activity|protein kinase binding|protein serine/threonine kinase activity|RNA polymerase II transcription factor binding|tau-protein kinase activity|ubiquitin protein ligase binding
P49840	GSK3A	KW-0418|KW-0723|KW-0734|KW-0808	Kinase|Serine/threonine-protein kinase|Signal transduction inhibitor|Transferase	GO:0005524|GO:0034236|GO:0004674|GO:0005102|GO:0050321	ATP binding|protein kinase A catalytic subunit binding|protein serine/threonine kinase activity|signaling receptor binding|tau-protein kinase activity
P19327	Htr1a	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0008144|GO:0001965|GO:0004993|GO:0030594|GO:0051378|GO:0005102	drug binding|G-protein alpha-subunit binding|G-protein coupled serotonin receptor activity|neurotransmitter receptor activity|serotonin binding|signaling receptor binding
P14842	Htr2a	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0071886|GO:0001965|GO:0004993|GO:0030594|GO:0044877|GO:0051378	1-(4-iodo-2,5-dimethoxyphenyl)propan-2-amine binding|G-protein alpha-subunit binding|G-protein coupled serotonin receptor activity|neurotransmitter receptor activity|protein-containing complex binding|serotonin binding
P15917	lef	KW-0378|KW-0482|KW-0645|KW-0800	Hydrolase|Metalloprotease|Protease|Toxin	GO:0046872|GO:0008237|GO:0090729	metal ion binding|metallopeptidase activity|toxin activity
P15538	CYP11B1	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0047783|GO:0020037|GO:0005506|GO:0004507	corticosterone 18-monooxygenase activity|heme binding|iron ion binding|steroid 11-beta-monooxygenase activity
P19099	CYP11B2	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0047783|GO:0020037|GO:0005506|GO:0004507|GO:0008395	corticosterone 18-monooxygenase activity|heme binding|iron ion binding|steroid 11-beta-monooxygenase activity|steroid hydroxylase activity
P11511	CYP19A1	KW-0503|KW-0560	Monooxygenase|Oxidoreductase	GO:0070330|GO:0009055|GO:0020037|GO:0005506|GO:0016712|GO:0019825|GO:0008395	aromatase activity|electron transfer activity|heme binding|iron ion binding|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen|oxygen binding|steroid hydroxylase activity
P00742	F10	KW-0378|KW-0645|KW-0720	Hydrolase|Protease|Serine protease	GO:0005509|GO:0005543|GO:0004252	calcium ion binding|phospholipid binding|serine-type endopeptidase activity
P44432	fabI	KW-0560	Oxidoreductase	GO:0004318	enoyl-[acyl-carrier-protein] reductase (NADH) activity
P05093	CYP17A1	KW-0456|KW-0503|KW-0560	Lyase|Monooxygenase|Oxidoreductase	GO:0047442|GO:0020037|GO:0005506|GO:0019825|GO:0004508	17-alpha-hydroxyprogesterone aldolase activity|heme binding|iron ion binding|oxygen binding|steroid 17-alpha-monooxygenase activity
P22303	ACHE	KW-0095|KW-0378|KW-0719	Blood group antigen|Hydrolase|Serine esterase	GO:0042166|GO:0003990|GO:0001540|GO:0004104|GO:0005518|GO:0016787|GO:0043236|GO:0042803|GO:0043621|GO:0017171	acetylcholine binding|acetylcholinesterase activity|amyloid-beta binding|cholinesterase activity|collagen binding|hydrolase activity|laminin binding|protein homodimerization activity|protein self-association|serine hydrolase activity
P37136	Ache	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0042166|GO:0003990|GO:0033265	acetylcholine binding|acetylcholinesterase activity|choline binding
P23795	ACHE	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0003990|GO:0001540|GO:0052689	acetylcholinesterase activity|amyloid-beta binding|carboxylic ester hydrolase activity
P06276	BCHE	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0003990|GO:0001540|GO:0003824|GO:0033265|GO:0004104|GO:0019899|GO:0016788|GO:0042802	acetylcholinesterase activity|amyloid-beta binding|catalytic activity|choline binding|cholinesterase activity|enzyme binding|hydrolase activity, acting on ester bonds|identical protein binding
P21836	Ache	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0042166|GO:0003990|GO:0033265|GO:0004104|GO:0005518|GO:0016787|GO:0043236|GO:0042803|GO:0043621|GO:0017171	acetylcholine binding|acetylcholinesterase activity|choline binding|cholinesterase activity|collagen binding|hydrolase activity|laminin binding|protein homodimerization activity|protein self-association|serine hydrolase activity
Q8QZV1	Pde9a	KW-0378	Hydrolase	GO:0047555|GO:0046872	3',5'-cyclic-GMP phosphodiesterase activity|metal ion binding
O43613	HCRTR1	KW-0297|KW-0675|KW-0807	G-protein coupled receptor|Receptor|Transducer	GO:0004930|GO:0016499|GO:0042277|GO:0017046	G-protein coupled receptor activity|orexin receptor activity|peptide binding|peptide hormone binding
P24557	TBXAS1	KW-0413|KW-0503|KW-0560	Isomerase|Monooxygenase|Oxidoreductase	GO:0036134|GO:0020037|GO:0005506|GO:0004497|GO:0016705|GO:0004796	12-hydroxyheptadecatrienoic acid synthase activity|heme binding|iron ion binding|monooxygenase activity|oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen|thromboxane-A synthase activity
P55211	CASP9	KW-0378|KW-0645|KW-0788	Hydrolase|Protease|Thiol protease	GO:0004197|GO:0097199|GO:0097200|GO:0008047|GO:0042802|GO:0008233|GO:0019901|GO:0017124	cysteine-type endopeptidase activity|cysteine-type endopeptidase activity involved in apoptotic signaling pathway|cysteine-type endopeptidase activity involved in execution phase of apoptosis|enzyme activator activity|identical protein binding|peptidase activity|protein kinase binding|SH3 domain binding
O42275	ache	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0003990	acetylcholinesterase activity
P04058	ache	KW-0378|KW-0719	Hydrolase|Serine esterase	GO:0003990	acetylcholinesterase activity
Q02127	DHODH	KW-0560	Oxidoreductase	GO:0004152|GO:0008144|GO:0010181|GO:0048039	dihydroorotate dehydrogenase activity|drug binding|FMN binding|ubiquinone binding
P31749	AKT1	KW-0217|KW-0418|KW-0723|KW-0808	Developmental protein|Kinase|Serine/threonine-protein kinase|Transferase	GO:0071889|GO:0005524|GO:0019899|GO:0032794|GO:0042802|GO:0016301|GO:0030235|GO:0005547|GO:0043325|GO:0042803|GO:0004672|GO:0005080|GO:0051721|GO:0004712|GO:0004674	14-3-3 protein binding|ATP binding|enzyme binding|GTPase activating protein binding|identical protein binding|kinase activity|nitric-oxide synthase regulator activity|phosphatidylinositol-3,4,5-trisphosphate binding|phosphatidylinositol-3,4-bisphosphate binding|protein homodimerization activity|protein kinase activity|protein kinase C binding|protein phosphatase 2A binding|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity
P21396	Maoa	KW-0560	Oxidoreductase	GO:0050660|GO:0008131|GO:0051378	flavin adenine dinucleotide binding|primary amine oxidase activity|serotonin binding
P19643	Maob	KW-0560	Oxidoreductase	GO:0050660|GO:0008131|GO:0042803	flavin adenine dinucleotide binding|primary amine oxidase activity|protein homodimerization activity
P97633	Csnk1a1	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0000287|GO:0042277|GO:0051219|GO:0004672|GO:0004674	ATP binding|magnesium ion binding|peptide binding|phosphoprotein binding|protein kinase activity|protein serine/threonine kinase activity
Q873X9	chiB1	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0004568|GO:0008061	chitinase activity|chitin binding
P27815	PDE4A	KW-0378	Hydrolase	GO:0004115|GO:0030552|GO:0046872	3',5'-cyclic-AMP phosphodiesterase activity|cAMP binding|metal ion binding
Q13231	CHIT1	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0004568|GO:0008061|GO:0008843|GO:0004553	chitinase activity|chitin binding|endochitinase activity|hydrolase activity, hydrolyzing O-glycosyl compounds
P11797	chiB	KW-0326|KW-0378	Glycosidase|Hydrolase	GO:0030246|GO:0004568|GO:0008061	carbohydrate binding|chitinase activity|chitin binding
P00915	CA1	KW-0456	Lyase	GO:0004064|GO:0004089|GO:0016836|GO:0008270	arylesterase activity|carbonate dehydratase activity|hydro-lyase activity|zinc ion binding
P00918	CA2	KW-0456	Lyase	GO:0004064|GO:0004089|GO:0008270	arylesterase activity|carbonate dehydratase activity|zinc ion binding
P28482	MAPK1	KW-0238|KW-0418|KW-0678|KW-0723|KW-0808	DNA-binding|Kinase|Repressor|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0003677|GO:0042802|GO:0016301|GO:0004707|GO:0004708|GO:0031435|GO:0019902|GO:0001784|GO:0004674|GO:0008353|GO:0008134	ATP binding|DNA binding|identical protein binding|kinase activity|MAP kinase activity|MAP kinase kinase activity|mitogen-activated protein kinase kinase kinase binding|phosphatase binding|phosphotyrosine residue binding|protein serine/threonine kinase activity|RNA polymerase II carboxy-terminal domain kinase activity|transcription factor binding
Q13627	DYRK1A	KW-0418|KW-0723|KW-0808|KW-0829	Kinase|Serine/threonine-protein kinase|Transferase|Tyrosine-protein kinase	GO:0003779|GO:0005524|GO:0008092|GO:0042802|GO:0004715|GO:0004672|GO:0043621|GO:0004712|GO:0004674|GO:0004713|GO:0048156|GO:0015631	actin binding|ATP binding|cytoskeletal protein binding|identical protein binding|non-membrane spanning protein tyrosine kinase activity|protein kinase activity|protein self-association|protein serine/threonine/tyrosine kinase activity|protein serine/threonine kinase activity|protein tyrosine kinase activity|tau protein binding|tubulin binding
P21397	MAOA	KW-0560	Oxidoreductase	GO:0008131	primary amine oxidase activity
P27338	MAOB	KW-0560	Oxidoreductase	GO:0009055|GO:0050660|GO:0008131|GO:0042803	electron transfer activity|flavin adenine dinucleotide binding|primary amine oxidase activity|protein homodimerization activity
P21398	MAOA	KW-0560	Oxidoreductase	GO:0008131	primary amine oxidase activity
P56560	MAOB	KW-0560	Oxidoreductase	GO:0016491	oxidoreductase activity
Q8BW75	Maob	KW-0560	Oxidoreductase	GO:0050660|GO:0008131|GO:0042803	flavin adenine dinucleotide binding|primary amine oxidase activity|protein homodimerization activity
P35218	CA5A	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
Q9Y2D0	CA5B	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
Q16790	CA9	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
P27487	DPP4	KW-0031|KW-0378|KW-0645|KW-0675|KW-0720	Aminopeptidase|Hydrolase|Protease|Receptor|Serine protease	GO:0008239|GO:0042802|GO:0002020|GO:0042803|GO:0004252|GO:0008236|GO:0005102|GO:0001618	dipeptidyl-peptidase activity|identical protein binding|protease binding|protein homodimerization activity|serine-type endopeptidase activity|serine-type peptidase activity|signaling receptor binding|virus receptor activity
Q9UHL4	DPP7	KW-0031|KW-0378|KW-0645|KW-0720	Aminopeptidase|Hydrolase|Protease|Serine protease	GO:0008239|GO:0008236	dipeptidyl-peptidase activity|serine-type peptidase activity
Q6V1X1	DPP8	KW-0031|KW-0378|KW-0645|KW-0720	Aminopeptidase|Hydrolase|Protease|Serine protease	GO:0008239|GO:0008236	dipeptidyl-peptidase activity|serine-type peptidase activity
Q86TI2	DPP9	KW-0031|KW-0378|KW-0645|KW-0720	Aminopeptidase|Hydrolase|Protease|Serine protease	GO:0004177|GO:0042802|GO:0008236	aminopeptidase activity|identical protein binding|serine-type peptidase activity
P28523	ACK2	KW-0418|KW-0723|KW-0808	Kinase|Serine/threonine-protein kinase|Transferase	GO:0005524|GO:0004674	ATP binding|protein serine/threonine kinase activity
Q95323	CA4	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
P22748	CA4	KW-0456	Lyase	GO:0004089|GO:0008270	carbonate dehydratase activity|zinc ion binding
P03956	MMP1	KW-0378|KW-0482|KW-0645	Hydrolase|Metalloprotease|Protease	GO:0004175|GO:0004222|GO:0004252|GO:0008270	endopeptidase activity|metalloendopeptidase activity|serine-type endopeptidase activity|zinc ion binding
